OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,LOGRECNO,geoname,Total_Households,Less_than_10000,i10000_to_14999,i15000_to19999,i20000_to_24999,i25000_to_29999,i30000_to_34999,i35000_to_39999,i40000_to_44999,i45000_to_49999,i50000_to_59999,i60000_to_74999,i75000_to_99999,i100000_to_124999,i125000_to_149999,i150000_to_199999,i200000_or_more,Median_Household_Income,TotalFamilies,FamiliesInPoverty,FamilyPovertyRate,SHAPESTArea,SHAPESTLength
3627,37,119,003600,4,371190036004,Block Group 4,0016340,"Block Group 4, Census Tract 36, Mecklenburg County, North Carolina",256,60,9,0,0,10,35,43,0,0,22,0,19,14,19,25,0,38314,205,56,0.27317073,7381553.54723066,12429.1682352522
3628,37,119,005513,2,371190055132,Block Group 2,0016432,"Block Group 2, Census Tract 55.13, Mecklenburg County, North Carolina",534,35,0,0,16,11,27,40,0,47,28,31,91,132,40,7,29,81111,341,0,0,12143385.0865268,18546.5195226497
3629,37,119,003012,2,371190030122,Block Group 2,0016295,"Block Group 2, Census Tract 30.12, Mecklenburg County, North Carolina",1154,9,23,54,57,26,37,87,61,23,43,20,144,114,75,212,169,97500,865,63,0.07283237,16259771.236334,17041.422325519
3630,37,119,001920,2,371190019202,Block Group 2,0016224,"Block Group 2, Census Tract 19.20, Mecklenburg County, North Carolina",533,0,17,27,53,30,90,9,41,22,29,63,84,37,31,0,0,44943,418,66,0.15789474,13038885.5774373,16909.5139872454
3631,37,119,001916,2,371190019162,Block Group 2,0016214,"Block Group 2, Census Tract 19.16, Mecklenburg County, North Carolina",939,53,45,108,23,80,73,83,47,11,158,63,75,27,30,0,63,41023,480,37,0.07708333,20297182.2178223,20105.6121116784
3632,37,119,003806,4,371190038064,Block Group 4,0016350,"Block Group 4, Census Tract 38.06, Mecklenburg County, North Carolina",715,37,55,74,0,126,36,44,103,0,27,60,42,56,10,36,9,38792,375,65,0.17333333,20140280.1497836,18842.7924292804
3633,37,119,005827,1,371190058271,Block Group 1,0016536,"Block Group 1, Census Tract 58.27, Mecklenburg County, North Carolina",1186,51,49,0,51,120,18,146,106,98,41,215,92,135,8,56,0,47553,548,69,0.12591241,19411029.2857352,20432.0238077861
3634,37,119,005605,2,371190056052,Block Group 2,0016466,"Block Group 2, Census Tract 56.05, Mecklenburg County, North Carolina",787,117,11,10,0,30,14,129,206,0,72,47,23,27,18,17,66,41432,276,0,0,8798652.15886895,13521.4881052459
3635,37,119,003802,1,371190038021,Block Group 1,0016343,"Block Group 1, Census Tract 38.02, Mecklenburg County, North Carolina",349,10,11,19,9,33,17,9,68,0,77,21,48,10,0,0,17,44883,230,17,0.07391304,7853576.08232051,11295.5106951588
3636,37,119,005610,1,371190056101,Block Group 1,0016469,"Block Group 1, Census Tract 56.10, Mecklenburg County, North Carolina",373,14,25,61,26,0,0,8,28,0,47,8,123,17,11,5,0,56650,172,18,0.10465116,13117196.5938213,18582.1634212
3637,37,119,006204,2,371190062042,Block Group 2,0016644,"Block Group 2, Census Tract 62.04, Mecklenburg County, North Carolina",586,10,10,0,0,14,49,0,0,0,10,11,59,162,15,50,196,114773,415,0,0,130337253.919608,53560.8631520088
3638,37,119,004200,3,371190042003,Block Group 3,0016371,"Block Group 3, Census Tract 42, Mecklenburg County, North Carolina",193,43,34,0,20,8,0,0,0,0,0,48,6,26,0,8,0,63508,79,0,0,6207921.07741387,10161.2003545341
3639,37,119,005712,2,371190057122,Block Group 2,0016504,"Block Group 2, Census Tract 57.12, Mecklenburg County, North Carolina",588,8,9,22,0,20,0,25,34,23,25,61,137,87,18,81,38,95000,454,9,0.01982379,43045848.5791164,37500.2534238973
3640,37,119,003011,4,371190030114,Block Group 4,0016292,"Block Group 4, Census Tract 30.11, Mecklenburg County, North Carolina",365,0,0,0,20,0,19,13,0,0,45,79,74,0,50,0,65,75451,280,0,0,9768893.01849375,17034.2637711482
3641,37,119,005307,1,371190053071,Block Group 1,0016407,"Block Group 1, Census Tract 53.07, Mecklenburg County, North Carolina",1173,151,149,80,82,118,180,52,126,33,54,37,71,23,0,10,7,30163,565,153,0.27079646,6475322.70578418,13593.764543376
3642,37,119,001507,2,371190015072,Block Group 2,0016167,"Block Group 2, Census Tract 15.07, Mecklenburg County, North Carolina",481,57,15,27,68,56,16,0,51,12,11,72,78,18,0,0,0,40156,281,59,0.20996441,8580266.20779355,13554.8488277949
3643,37,119,006403,2,371190064032,Block Group 2,0016672,"Block Group 2, Census Tract 64.03, Mecklenburg County, North Carolina",59,0,0,0,0,0,0,0,8,0,0,0,21,7,0,9,14,108224,51,0,0,39691928.6447143,32795.165519905
3644,37,119,003902,2,371190039022,Block Group 2,0016356,"Block Group 2, Census Tract 39.02, Mecklenburg County, North Carolina",602,114,19,81,52,53,62,26,0,42,24,44,39,8,38,0,0,28548,304,84,0.27631579,16775753.7354518,24957.1636393168
3645,37,119,006106,2,371190061062,Block Group 2,0016634,"Block Group 2, Census Tract 61.06, Mecklenburg County, North Carolina",1150,18,24,86,9,0,32,27,80,74,173,125,231,92,35,144,0,64703,499,0,0,50694849.3506738,29135.6624496857
3646,37,119,006105,1,371190061051,Block Group 1,0016632,"Block Group 1, Census Tract 61.05, Mecklenburg County, North Carolina",1085,9,10,36,15,73,39,32,27,48,103,155,155,141,66,120,56,74063,798,13,0.01629073,82469652.7406654,43114.0378784608
3647,37,119,006212,2,371190062122,Block Group 2,0016656,"Block Group 2, Census Tract 62.12, Mecklenburg County, North Carolina",576,19,26,11,35,40,36,0,22,66,124,18,50,60,31,38,0,51755,254,21,0.08267717,9225435.42541074,14561.0235430044
3648,37,119,005520,1,371190055201,Block Group 1,0016445,"Block Group 1, Census Tract 55.20, Mecklenburg County, North Carolina",1308,10,0,32,27,0,12,33,16,46,82,141,171,162,217,167,192,111118,1138,8,0.00702988,35512065.3139978,27111.9602349351
3649,37,119,001920,1,371190019201,Block Group 1,0016223,"Block Group 1, Census Tract 19.20, Mecklenburg County, North Carolina",654,85,11,61,75,57,18,57,10,27,55,76,31,62,9,20,0,36064,517,178,0.344294,11125369.6215709,19431.3785776827
3650,37,119,005846,1,371190058461,Block Group 1,0016577,"Block Group 1, Census Tract 58.46, Mecklenburg County, North Carolina",564,24,8,0,21,0,0,0,14,4,8,36,11,54,57,100,227,165789,505,10,0.01980198,20233238.7428186,24039.8148836222
3651,37,119,002400,3,371190024003,Block Group 3,0016253,"Block Group 3, Census Tract 24, Mecklenburg County, North Carolina",257,10,22,0,0,9,0,26,11,0,24,34,47,21,0,12,41,68295,97,21,0.21649485,5656507.53630254,10200.5467995819
3652,37,119,002800,1,371190028001,Block Group 1,0016263,"Block Group 1, Census Tract 28, Mecklenburg County, North Carolina",322,9,0,0,0,0,0,0,13,25,0,8,0,0,40,22,205,224250,275,9,0.03272727,10440358.1229459,18125.4651106247
3653,37,119,001922,1,371190019221,Block Group 1,0016227,"Block Group 1, Census Tract 19.22, Mecklenburg County, North Carolina",584,0,42,46,24,67,41,50,8,9,81,50,62,61,32,0,11,50379,414,87,0.21014493,16028413.7869695,23548.4195102393
3654,37,119,003400,2,371190034002,Block Group 2,0016332,"Block Group 2, Census Tract 34, Mecklenburg County, North Carolina",462,24,0,0,0,0,0,0,0,0,15,15,84,65,50,48,161,138103,232,0,0,4695358.27490313,9110.72072390606
3655,37,119,005918,1,371190059181,Block Group 1,0016610,"Block Group 1, Census Tract 59.18, Mecklenburg County, North Carolina",1391,38,15,29,23,91,48,15,60,61,85,207,219,265,100,76,59,76335,1083,6,0.00554017,55381582.1438283,34426.1079244576
3656,37,119,005513,1,371190055131,Block Group 1,0016431,"Block Group 1, Census Tract 55.13, Mecklenburg County, North Carolina",728,49,10,19,10,26,38,25,9,59,127,56,84,44,42,62,68,59487,510,31,0.06078431,13059491.245418,17253.250173272
3657,37,119,005605,3,371190056053,Block Group 3,0016467,"Block Group 3, Census Tract 56.05, Mecklenburg County, North Carolina",890,184,29,187,42,162,56,51,9,78,0,26,45,14,7,0,0,25142,373,115,0.30831099,7815500.69468672,12552.1368416742
3658,37,119,001300,2,371190013002,Block Group 2,0016158,"Block Group 2, Census Tract 13, Mecklenburg County, North Carolina",473,34,78,44,27,48,59,10,0,0,28,19,40,52,8,9,17,30444,125,15,0.12,4981103.49494199,9149.82723431869
3659,37,119,003902,3,371190039023,Block Group 3,0016357,"Block Group 3, Census Tract 39.02, Mecklenburg County, North Carolina",314,54,104,35,0,22,0,33,0,9,49,0,8,0,0,0,0,12476,174,76,0.43678161,16277087.3983383,21286.8182961429
3660,37,119,002903,2,371190029032,Block Group 2,0016267,"Block Group 2, Census Tract 29.03, Mecklenburg County, North Carolina",434,19,0,0,38,0,11,0,0,0,8,0,13,15,25,52,253,250000,361,19,0.05263158,23879958.1532166,21160.6071010142
3661,37,119,005842,2,371190058422,Block Group 2,0016569,"Block Group 2, Census Tract 58.42, Mecklenburg County, North Carolina",597,0,21,18,32,0,0,0,0,15,44,58,62,135,82,64,66,113169,396,0,0,8834865.67639902,11849.6032521619
3662,37,119,005522,1,371190055221,Block Group 1,0016450,"Block Group 1, Census Tract 55.22, Mecklenburg County, North Carolina",613,0,0,0,0,0,72,0,20,42,25,95,116,46,131,66,0,81313,449,0,0,7347043.25912813,13657.1720914363
3663,37,119,006103,1,371190061031,Block Group 1,0016626,"Block Group 1, Census Tract 61.03, Mecklenburg County, North Carolina",805,60,25,32,19,6,15,11,56,30,27,60,55,5,66,103,235,125221,617,74,0.11993517,63870922.1006535,35504.9914261728
3664,37,119,001912,3,371190019123,Block Group 3,0016205,"Block Group 3, Census Tract 19.12, Mecklenburg County, North Carolina",161,0,10,0,13,15,12,18,0,0,47,0,20,26,0,0,0,51736,80,0,0,6710923.05255293,10853.0928002607
3665,37,119,005510,2,371190055102,Block Group 2,0016424,"Block Group 2, Census Tract 55.10, Mecklenburg County, North Carolina",1435,66,0,24,63,6,196,94,83,106,225,135,276,103,13,37,8,52092,794,44,0.05541562,43670281.398251,28622.2687586372
3666,37,119,005912,1,371190059121,Block Group 1,0016597,"Block Group 1, Census Tract 59.12, Mecklenburg County, North Carolina",562,14,25,0,0,67,28,0,20,20,22,21,138,79,58,28,42,77025,444,13,0.02927928,140113471.943492,53145.0555853068
3667,37,119,001606,1,371190016061,Block Group 1,0016179,"Block Group 1, Census Tract 16.06, Mecklenburg County, North Carolina",893,116,17,30,14,148,77,7,64,20,122,102,61,56,41,8,10,43858,604,108,0.17880795,14066482.1983943,18037.7033276295
3668,37,119,003204,3,371190032043,Block Group 3,0016327,"Block Group 3, Census Tract 32.04, Mecklenburg County, North Carolina",408,10,10,9,36,0,10,11,8,0,15,24,34,49,27,50,115,104444,244,10,0.04098361,9926140.77612344,15330.8425191956
3669,37,119,001911,2,371190019112,Block Group 2,0016201,"Block Group 2, Census Tract 19.11, Mecklenburg County, North Carolina",826,14,36,51,70,74,38,56,43,60,107,35,58,94,29,33,28,46520,500,104,0.208,11179834.5539623,17872.1012497909
3670,37,119,004304,2,371190043042,Block Group 2,0016378,"Block Group 2, Census Tract 43.04, Mecklenburg County, North Carolina",369,26,33,16,50,6,21,52,0,10,9,42,42,48,0,0,14,38963,231,26,0.11255411,16617620.4567936,18636.6528896789
3671,37,119,005709,1,371190057091,Block Group 1,0016496,"Block Group 1, Census Tract 57.09, Mecklenburg County, North Carolina",861,39,30,35,42,39,32,34,44,12,35,42,127,194,57,67,32,84632,558,32,0.05734767,27633430.0598883,23562.2632829428
3672,37,119,005914,3,371190059143,Block Group 3,0016604,"Block Group 3, Census Tract 59.14, Mecklenburg County, North Carolina",1064,68,33,17,57,46,15,105,116,31,94,135,176,117,14,26,14,54192,623,54,0.08667737,55292405.7545336,35495.1433935394
3673,37,119,003806,1,371190038061,Block Group 1,0016347,"Block Group 1, Census Tract 38.06, Mecklenburg County, North Carolina",1490,37,11,68,42,55,62,89,36,91,204,209,315,193,78,0,0,61136,890,111,0.1247191,22471820.4136291,23275.2173365536
3674,37,119,005524,6,371190055246,Block Group 6,0016461,"Block Group 6, Census Tract 55.24, Mecklenburg County, North Carolina",683,15,0,0,21,12,125,41,21,10,110,134,116,43,17,18,0,57750,403,15,0.03722084,31995258.3541766,26487.9820782594
3675,37,119,006103,2,371190061032,Block Group 2,0016627,"Block Group 2, Census Tract 61.03, Mecklenburg County, North Carolina",649,28,0,10,10,7,39,26,35,52,123,30,92,99,18,37,43,58625,351,16,0.04558405,67331994.6188213,44228.9774824676
3676,37,119,001603,2,371190016032,Block Group 2,0016177,"Block Group 2, Census Tract 16.03, Mecklenburg County, North Carolina",620,0,52,19,74,25,54,0,24,57,82,53,140,6,14,0,20,50272,428,84,0.19626168,13419716.7615592,19651.121001143
3677,37,119,002300,2,371190023002,Block Group 2,0016250,"Block Group 2, Census Tract 23, Mecklenburg County, North Carolina",1017,364,147,121,24,59,116,69,27,0,25,35,23,0,0,7,0,14950,730,418,0.57260274,17055582.0615873,21239.6102266296
3678,37,119,005711,2,371190057112,Block Group 2,0016501,"Block Group 2, Census Tract 57.11, Mecklenburg County, North Carolina",987,17,13,25,65,72,0,0,84,13,63,119,82,165,124,39,106,83723,674,28,0.04154303,60923696.1081854,38957.761167626
3679,37,119,003017,1,371190030171,Block Group 1,0016304,"Block Group 1, Census Tract 30.17, Mecklenburg County, North Carolina",460,11,0,5,0,0,60,8,13,10,25,42,82,46,34,43,81,90658,329,11,0.03343465,8807877.27604414,15251.7677023898
3680,37,119,005841,1,371190058411,Block Group 1,0016565,"Block Group 1, Census Tract 58.41, Mecklenburg County, North Carolina",1020,0,0,0,0,31,0,0,0,19,0,20,90,107,172,229,352,156591,823,10,0.01215067,25179613.0209609,20766.250427072
3681,37,119,005913,3,371190059133,Block Group 3,0016601,"Block Group 3, Census Tract 59.13, Mecklenburg County, North Carolina",635,0,9,0,0,0,14,0,54,0,185,90,96,108,32,47,0,72788,454,0,0,19325085.4849125,20114.8155540196
3682,37,119,001916,1,371190019161,Block Group 1,0016213,"Block Group 1, Census Tract 19.16, Mecklenburg County, North Carolina",634,50,11,0,52,9,20,73,0,29,40,180,56,49,9,50,6,65227,551,56,0.10163339,19158206.6681209,20562.8015337113
3683,37,119,001000,3,371190010003,Block Group 3,0016151,"Block Group 3, Census Tract 10, Mecklenburg County, North Carolina",664,0,27,11,45,0,10,11,46,10,68,54,79,51,66,109,77,97045,212,27,0.12735849,6916620.12167207,12931.6813080447
3684,37,119,005915,1,371190059151,Block Group 1,0016605,"Block Group 1, Census Tract 59.15, Mecklenburg County, North Carolina",1233,26,14,59,68,47,35,34,77,74,100,135,220,176,52,71,45,70046,495,5,0.01010101,11758974.3922773,14281.2218591873
3685,37,119,005830,2,371190058302,Block Group 2,0016543,"Block Group 2, Census Tract 58.30, Mecklenburg County, North Carolina",948,8,19,49,0,9,75,2,63,37,22,108,172,200,105,65,14,81167,754,69,0.09151194,23632344.8631063,27513.9014332745
3686,37,119,005618,2,371190056182,Block Group 2,0016483,"Block Group 2, Census Tract 56.18, Mecklenburg County, North Carolina",465,0,0,39,0,40,71,11,27,53,16,50,68,60,9,21,0,49034,382,72,0.18848168,12181230.3736107,14680.4688326906
3687,37,119,006007,1,371190060071,Block Group 1,0016615,"Block Group 1, Census Tract 60.07, Mecklenburg County, North Carolina",1173,13,28,0,63,40,0,41,65,85,149,98,352,111,44,84,0,75208,841,52,0.06183115,51988493.4097324,33459.5355163272
3688,37,119,001912,4,371190019124,Block Group 4,0016206,"Block Group 4, Census Tract 19.12, Mecklenburg County, North Carolina",1002,19,78,52,121,34,108,98,105,0,168,108,111,0,0,0,0,39135,579,144,0.24870466,7866503.93408887,12727.9766962959
3689,37,119,005823,1,371190058231,Block Group 1,0016527,"Block Group 1, Census Tract 58.23, Mecklenburg County, North Carolina",533,0,0,0,54,0,41,13,29,0,27,14,43,38,44,42,188,130721,370,0,0,41556618.2762289,28498.3316037125
3690,37,119,006010,1,371190060101,Block Group 1,0016622,"Block Group 1, Census Tract 60.10, Mecklenburg County, North Carolina",766,29,16,32,32,46,64,71,0,0,75,84,109,120,49,39,0,63750,498,49,0.09839357,32371838.4637732,25716.2278291592
3691,37,119,000800,2,371190008002,Block Group 2,0016146,"Block Group 2, Census Tract 8, Mecklenburg County, North Carolina",375,53,32,41,34,0,19,26,74,0,39,17,15,25,0,0,0,38317,201,67,0.33333333,3909473.08924023,8424.95877531796
3692,37,119,005844,1,371190058441,Block Group 1,0016573,"Block Group 1, Census Tract 58.44, Mecklenburg County, North Carolina",1326,0,23,20,0,44,48,70,82,0,17,80,148,174,98,225,297,112661,963,0,0,23316321.1916951,19833.1073210148
3693,37,119,005906,1,371190059061,Block Group 1,0016585,"Block Group 1, Census Tract 59.06, Mecklenburg County, North Carolina",911,104,11,44,39,8,60,28,18,49,39,107,51,94,37,88,134,71321,634,39,0.0615142,112048787.506237,53467.4862210729
3694,37,119,006008,1,371190060081,Block Group 1,0016618,"Block Group 1, Census Tract 60.08, Mecklenburg County, North Carolina",722,37,83,0,9,0,60,30,8,15,47,141,59,78,15,121,19,70104,447,0,0,26275044.5449479,34405.0334569646
3695,37,119,004500,2,371190045002,Block Group 2,0016384,"Block Group 2, Census Tract 45, Mecklenburg County, North Carolina",404,50,0,44,11,15,25,57,13,43,55,36,30,0,0,0,25,40000,270,33,0.12222222,18710653.7677678,20479.0285587793
3696,37,119,005835,1,371190058351,Block Group 1,0016553,"Block Group 1, Census Tract 58.35, Mecklenburg County, North Carolina",1034,59,31,15,32,5,7,46,24,9,58,96,130,134,108,174,106,100403,800,30,0.0375,57745645.5517328,31856.5628074086
3697,37,119,003007,3,371190030073,Block Group 3,0016283,"Block Group 3, Census Tract 30.07, Mecklenburg County, North Carolina",784,0,0,22,0,46,0,0,0,18,35,37,59,50,86,112,319,160291,668,38,0.05688623,23332830.3180289,30081.6120503901
3698,37,119,002500,1,371190025001,Block Group 1,0016254,"Block Group 1, Census Tract 25, Mecklenburg County, North Carolina",699,25,0,13,0,12,19,18,4,60,72,89,110,69,23,69,116,81223,204,7,0.03431373,5905764.42859414,11191.511968877
3699,37,119,006304,3,371190063043,Block Group 3,0016670,"Block Group 3, Census Tract 63.04, Mecklenburg County, North Carolina",797,14,0,27,14,9,19,37,9,0,84,38,273,90,59,69,55,89875,680,27,0.03970588,150521591.562182,70620.0398730786
3700,37,119,002003,3,371190020033,Block Group 3,0016237,"Block Group 3, Census Tract 20.03, Mecklenburg County, North Carolina",526,0,0,0,0,0,0,35,0,11,17,55,105,100,130,53,20,111277,456,0,0,10889117.684374,16711.3327067437
3701,37,119,003902,1,371190039021,Block Group 1,0016355,"Block Group 1, Census Tract 39.02, Mecklenburg County, North Carolina",488,33,32,16,48,8,105,9,96,43,0,17,50,0,31,0,0,35556,271,0,0,9458643.44974395,17510.9348623993
3702,37,119,005838,2,371190058382,Block Group 2,0016561,"Block Group 2, Census Tract 58.38, Mecklenburg County, North Carolina",951,13,13,32,0,16,19,0,29,33,113,56,54,105,56,205,207,121563,693,32,0.04617605,14846591.6048076,17541.4114905334
3703,37,119,005301,1,371190053011,Block Group 1,0016400,"Block Group 1, Census Tract 53.01, Mecklenburg County, North Carolina",1194,70,84,95,114,138,237,112,77,83,77,90,9,4,0,4,0,33368,763,144,0.1887287,39730439.084602,27948.1315028035
3704,37,119,000100,3,371190001003,Block Group 3,0016133,"Block Group 3, Census Tract 1, Mecklenburg County, North Carolina",810,0,0,54,15,0,0,0,13,17,0,5,127,128,27,104,320,152375,285,0,0,2085153.55110723,7727.1615236178
3705,37,119,006302,3,371190063023,Block Group 3,0016665,"Block Group 3, Census Tract 63.02, Mecklenburg County, North Carolina",1113,18,15,56,0,11,0,57,14,0,83,121,149,60,62,180,287,113625,978,33,0.03374233,164611611.668582,62869.3547803672
3706,37,119,005619,2,371190056192,Block Group 2,0016485,"Block Group 2, Census Tract 56.19, Mecklenburg County, North Carolina",688,26,0,10,0,61,46,8,0,48,65,54,189,40,87,23,31,76857,506,26,0.0513834,30953517.5644951,27360.37659962
3707,37,119,001910,1,371190019101,Block Group 1,0016197,"Block Group 1, Census Tract 19.10, Mecklenburg County, North Carolina",856,14,30,91,77,41,123,93,100,45,120,76,46,0,0,0,0,37203,414,60,0.14492754,10211848.3177541,20616.4059232533
3708,37,119,005717,1,371190057171,Block Group 1,0016513,"Block Group 1, Census Tract 57.17, Mecklenburg County, North Carolina",1068,117,0,0,0,46,93,114,211,182,136,41,88,15,0,0,25,44266,487,54,0.11088296,7094764.87857168,13300.2347802953
3709,37,119,005844,2,371190058442,Block Group 2,0016574,"Block Group 2, Census Tract 58.44, Mecklenburg County, North Carolina",1755,18,0,0,13,15,0,32,46,44,97,105,240,235,201,274,435,129390,1610,29,0.01801242,31380368.0960766,30157.8056604042
3710,37,119,005404,2,371190054042,Block Group 2,0016417,"Block Group 2, Census Tract 54.04, Mecklenburg County, North Carolina",813,49,7,20,33,29,93,45,95,16,73,89,163,94,7,0,0,53262,477,17,0.03563941,24429227.096601,19896.2579110444
3711,37,119,005912,2,371190059122,Block Group 2,0016598,"Block Group 2, Census Tract 59.12, Mecklenburg County, North Carolina",2101,51,6,42,75,31,90,41,60,93,408,387,441,165,124,32,55,69041,971,68,0.0700309,31747980.6027955,27313.196092814
3712,37,119,005512,2,371190055122,Block Group 2,0016429,"Block Group 2, Census Tract 55.12, Mecklenburg County, North Carolina",536,25,12,19,21,0,33,25,46,78,93,65,38,65,0,16,0,50441,300,13,0.04333333,15367618.9722768,21849.2284487348
3713,37,119,001200,1,371190012001,Block Group 1,0016154,"Block Group 1, Census Tract 12, Mecklenburg County, North Carolina",813,0,133,50,13,58,90,62,37,19,74,11,32,57,85,92,0,40114,443,138,0.31151242,13900013.2080514,23107.9226654669
3714,37,119,006203,1,371190062031,Block Group 1,0016640,"Block Group 1, Census Tract 62.03, Mecklenburg County, North Carolina",447,34,0,0,15,0,12,0,12,16,16,9,93,33,39,54,114,107574,368,19,0.05163043,63472020.2465248,38761.1061597176
3715,37,119,003903,1,371190039031,Block Group 1,0016359,"Block Group 1, Census Tract 39.03, Mecklenburg County, North Carolina",375,103,108,59,15,21,0,39,17,6,0,7,0,0,0,0,0,12485,208,167,0.80288462,29652570.3409164,24370.2037050415
3716,37,119,003203,1,371190032031,Block Group 1,0016323,"Block Group 1, Census Tract 32.03, Mecklenburg County, North Carolina",993,17,31,45,81,72,44,65,90,26,99,153,115,59,0,50,46,51992,292,23,0.07876712,7093258.76214414,10755.5930621617
3717,37,119,005200,2,371190052002,Block Group 2,0016398,"Block Group 2, Census Tract 52, Mecklenburg County, North Carolina",258,67,25,31,4,39,38,0,11,11,24,0,0,3,0,0,5,25227,106,40,0.37735849,5578557.56155332,9799.60819100887
3718,37,119,006009,1,371190060091,Block Group 1,0016620,"Block Group 1, Census Tract 60.09, Mecklenburg County, North Carolina",555,32,0,35,46,48,52,31,19,14,8,39,132,21,39,27,12,57656,323,69,0.21362229,37231396.8187014,28083.0796166879
3719,37,119,004800,1,371190048001,Block Group 1,0016389,"Block Group 1, Census Tract 48, Mecklenburg County, North Carolina",589,146,83,95,26,71,11,65,30,14,0,28,6,0,0,0,14,17306,273,79,0.28937729,11121254.389124,14206.4403812128
3720,37,119,002906,2,371190029062,Block Group 2,0016277,"Block Group 2, Census Tract 29.06, Mecklenburg County, North Carolina",1014,9,24,0,0,0,39,7,48,59,93,145,109,149,83,98,151,94242,492,0,0,13632767.8875936,18186.9757748148
3721,37,119,005511,2,371190055112,Block Group 2,0016426,"Block Group 2, Census Tract 55.11, Mecklenburg County, North Carolina",810,0,56,0,0,9,71,81,94,33,119,133,101,85,0,28,0,55238,294,29,0.09863946,7545010.46232109,11892.9646442083
3722,37,119,005521,2,371190055212,Block Group 2,0016448,"Block Group 2, Census Tract 55.21, Mecklenburg County, North Carolina",1145,61,15,36,13,0,178,119,25,120,164,161,83,157,0,13,0,52813,325,35,0.10769231,30069292.7695658,23800.5100393664
3723,37,119,003103,2,371190031032,Block Group 2,0016311,"Block Group 2, Census Tract 31.03, Mecklenburg County, North Carolina",1045,57,0,21,38,39,51,32,0,12,19,113,91,132,120,159,161,109732,497,44,0.08853119,22297944.5321926,23464.8272579894
3724,37,119,005838,1,371190058381,Block Group 1,0016560,"Block Group 1, Census Tract 58.38, Mecklenburg County, North Carolina",867,5,17,19,0,15,55,0,0,0,24,53,117,117,166,61,218,126597,747,22,0.02945114,10657603.771932,12923.6901191027
3725,37,119,006010,2,371190060102,Block Group 2,0016623,"Block Group 2, Census Tract 60.10, Mecklenburg County, North Carolina",625,16,45,0,14,0,94,13,42,39,75,79,121,65,22,0,0,57548,432,46,0.10648148,27230707.558566,21250.6747262619
3726,37,119,002004,1,371190020041,Block Group 1,0016240,"Block Group 1, Census Tract 20.04, Mecklenburg County, North Carolina",577,29,21,0,0,14,0,11,31,36,27,34,46,67,86,81,94,114851,379,21,0.05540897,22173277.5149357,20217.9272266385
3727,37,119,005510,1,371190055101,Block Group 1,0016423,"Block Group 1, Census Tract 55.10, Mecklenburg County, North Carolina",670,48,0,33,40,65,23,158,0,78,60,43,81,10,17,14,0,37949,476,79,0.16596639,40136629.5765943,27127.4279701608
3728,37,119,003808,2,371190038082,Block Group 2,0016354,"Block Group 2, Census Tract 38.08, Mecklenburg County, North Carolina",1213,33,58,49,106,47,47,110,78,71,141,195,190,15,30,31,12,50694,726,62,0.08539945,16044865.4284393,18318.6666597362
3729,37,119,000500,3,371190005003,Block Group 3,0016141,"Block Group 3, Census Tract 5, Mecklenburg County, North Carolina",805,17,13,0,14,62,0,23,0,0,104,48,141,45,61,83,194,96188,222,0,0,9806734.03936758,12869.5786271692
3730,37,119,005509,1,371190055091,Block Group 1,0016420,"Block Group 1, Census Tract 55.09, Mecklenburg County, North Carolina",777,6,0,0,21,0,0,11,22,12,28,53,244,177,88,63,52,94621,572,6,0.01048951,40450607.2217783,26589.8575965954
3731,37,119,980200,1,371199802001,Block Group 1,0016684,"Block Group 1, Census Tract 9802, Mecklenburg County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121839869.358752,57450.7270232871
3732,37,119,005513,3,371190055133,Block Group 3,0016433,"Block Group 3, Census Tract 55.13, Mecklenburg County, North Carolina",345,10,18,15,0,9,0,0,12,19,18,51,62,38,36,44,13,81767,258,19,0.07364341,10750020.4967799,14437.9375729475
3733,37,119,003106,1,371190031061,Block Group 1,0016315,"Block Group 1, Census Tract 31.06, Mecklenburg County, North Carolina",905,50,11,42,7,36,141,57,43,6,69,80,204,51,32,68,8,59258,659,103,0.15629742,14413365.2160807,18900.7615952876
3734,37,119,003700,1,371190037001,Block Group 1,0016341,"Block Group 1, Census Tract 37, Mecklenburg County, North Carolina",1076,31,61,59,69,72,20,55,40,58,88,98,116,77,73,53,106,59395,237,28,0.11814346,6659656.63717988,10972.5600432303
3735,37,119,004600,2,371190046002,Block Group 2,0016387,"Block Group 2, Census Tract 46, Mecklenburg County, North Carolina",641,73,70,99,38,19,94,78,69,25,13,9,37,17,0,0,0,31222,278,134,0.48201439,12000521.5601463,14865.7571119682
3736,37,119,005522,3,371190055223,Block Group 3,0016452,"Block Group 3, Census Tract 55.22, Mecklenburg County, North Carolina",519,0,0,33,34,0,39,55,0,0,0,51,105,91,51,36,24,85707,205,19,0.09268293,5301314.92492773,10710.5732968054
3737,37,119,001911,1,371190019111,Block Group 1,0016200,"Block Group 1, Census Tract 19.11, Mecklenburg County, North Carolina",547,54,27,0,0,19,47,70,67,12,34,33,71,61,34,8,10,44291,312,29,0.09294872,10350567.0273348,15298.3685754716
