OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,LOGRECNO,geoname,Total_Households,Less_than_10000,i10000_to_14999,i15000_to19999,i20000_to_24999,i25000_to_29999,i30000_to_34999,i35000_to_39999,i40000_to_44999,i45000_to_49999,i50000_to_59999,i60000_to_74999,i75000_to_99999,i100000_to_124999,i125000_to_149999,i150000_to_199999,i200000_or_more,Median_Household_Income,TotalFamilies,FamiliesInPoverty,FamilyPovertyRate,SHAPESTArea,SHAPESTLength
3849,37,119,005512,3,371190055123,Block Group 3,0016430,"Block Group 3, Census Tract 55.12, Mecklenburg County, North Carolina",1036,28,45,136,28,14,32,78,90,45,79,209,102,111,28,11,0,54643,620,26,0.04193548,18970804.5759953,21298.4392217299
3850,37,119,005811,1,371190058111,Block Group 1,0016516,"Block Group 1, Census Tract 58.11, Mecklenburg County, North Carolina",1166,45,40,27,23,17,11,25,39,109,138,92,166,114,164,78,78,82986,610,12,0.01967213,25889989.2579557,22394.4212350788
3851,37,119,001914,2,371190019142,Block Group 2,0016208,"Block Group 2, Census Tract 19.14, Mecklenburg County, North Carolina",594,31,29,7,40,0,10,32,39,32,49,70,130,66,20,26,13,65300,413,48,0.11622276,17282979.8254889,19813.7659883318
3852,37,119,001504,3,371190015043,Block Group 3,0016164,"Block Group 3, Census Tract 15.04, Mecklenburg County, North Carolina",750,61,139,0,48,31,85,0,39,104,213,13,17,0,0,0,0,40705,319,61,0.19122257,10014735.5555861,16026.5900255787
3853,37,119,005916,2,371190059162,Block Group 2,0016607,"Block Group 2, Census Tract 59.16, Mecklenburg County, North Carolina",405,0,58,50,26,42,18,62,24,18,35,29,7,28,3,0,5,35409,320,100,0.3125,28598023.4115328,23287.2299600302
3854,37,119,005621,3,371190056213,Block Group 3,0016491,"Block Group 3, Census Tract 56.21, Mecklenburg County, North Carolina",480,14,0,22,18,7,20,0,61,9,79,59,75,70,13,11,22,60781,316,14,0.0443038,57424318.229933,31574.6223572725
3855,37,119,006107,2,371190061072,Block Group 2,0016636,"Block Group 2, Census Tract 61.07, Mecklenburg County, North Carolina",1259,34,28,9,43,29,131,142,38,73,207,104,133,115,124,16,33,55878,483,28,0.05797101,22174641.4939201,18151.1281863755
3856,37,119,001919,2,371190019192,Block Group 2,0016221,"Block Group 2, Census Tract 19.19, Mecklenburg County, North Carolina",419,0,0,0,0,39,39,17,58,0,18,78,96,36,20,18,0,72703,297,45,0.15151515,9688183.09148848,19067.1016233324
3857,37,119,006404,1,371190064041,Block Group 1,0016674,"Block Group 1, Census Tract 64.04, Mecklenburg County, North Carolina",667,0,0,0,23,0,0,0,0,0,62,46,47,55,111,101,222,139360,595,0,0,121471572.006729,51184.1721357336
3858,37,119,001100,1,371190011001,Block Group 1,0016152,"Block Group 1, Census Tract 11, Mecklenburg County, North Carolina",687,34,10,15,4,15,23,9,23,30,20,43,94,157,65,84,61,102531,182,20,0.10989011,10474327.5305697,16255.4065660424
3859,37,119,005523,2,371190055232,Block Group 2,0016454,"Block Group 2, Census Tract 55.23, Mecklenburg County, North Carolina",1330,107,71,60,86,32,80,201,88,14,187,118,65,43,10,129,39,41186,585,15,0.02564103,16349286.548176,17803.6706993521
3860,37,119,006010,4,371190060104,Block Group 4,0016625,"Block Group 4, Census Tract 60.10, Mecklenburg County, North Carolina",418,12,39,34,79,40,0,26,0,16,0,17,10,74,71,0,0,39181,286,70,0.24475524,29046398.9494477,27653.6948297288
3861,37,119,980300,1,371199803001,Block Group 1,0016685,"Block Group 1, Census Tract 9803, Mecklenburg County, North Carolina",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,5198921.41760586,9479.12148201167
3862,37,119,005817,1,371190058171,Block Group 1,0016525,"Block Group 1, Census Tract 58.17, Mecklenburg County, North Carolina",520,0,9,32,0,16,0,9,26,35,62,37,59,89,58,46,42,89211,391,0,0,18475718.0167008,20376.6015167891
3863,37,119,002004,2,371190020042,Block Group 2,0016241,"Block Group 2, Census Tract 20.04, Mecklenburg County, North Carolina",488,0,0,11,10,21,0,0,10,0,40,39,39,61,20,62,175,127167,381,0,0,15202858.120741,16741.7772369589
3864,37,119,003102,3,371190031023,Block Group 3,0016309,"Block Group 3, Census Tract 31.02, Mecklenburg County, North Carolina",701,39,41,34,85,171,39,64,31,36,76,56,14,0,15,0,0,29540,335,39,0.11641791,6612752.67484258,12599.62436294
3865,37,119,005828,1,371190058281,Block Group 1,0016537,"Block Group 1, Census Tract 58.28, Mecklenburg County, North Carolina",895,34,7,22,7,7,19,9,0,56,55,64,154,106,42,136,177,103375,675,24,0.03555556,21129246.7368898,29150.9692147571
3866,37,119,005906,2,371190059062,Block Group 2,0016586,"Block Group 2, Census Tract 59.06, Mecklenburg County, North Carolina",235,0,56,0,47,0,10,0,32,14,40,0,26,10,0,0,0,40662,211,103,0.48815166,71773220.1719225,40314.6777844815
3867,37,119,001801,1,371190018011,Block Group 1,0016192,"Block Group 1, Census Tract 18.01, Mecklenburg County, North Carolina",205,24,9,6,5,10,33,22,22,4,41,12,7,0,10,0,0,37679,46,4,0.08695652,7916016.43625371,13458.1959397365
3868,37,119,005620,3,371190056203,Block Group 3,0016488,"Block Group 3, Census Tract 56.20, Mecklenburg County, North Carolina",807,0,39,0,0,76,94,53,82,58,56,143,50,62,29,65,0,50163,721,62,0.08599168,26109130.1200795,23424.6126189396
3869,37,119,006008,2,371190060082,Block Group 2,0016619,"Block Group 2, Census Tract 60.08, Mecklenburg County, North Carolina",852,38,40,20,17,25,12,21,33,0,29,215,145,174,18,39,26,71802,645,45,0.06976744,24098662.6038299,22789.7329123988
3870,37,119,003007,5,371190030075,Block Group 5,0016285,"Block Group 5, Census Tract 30.07, Mecklenburg County, North Carolina",243,0,0,0,0,0,0,0,0,0,0,0,0,44,14,44,141,236250,243,0,0,20000322.9033744,23295.9012003821
3871,37,119,003016,3,371190030163,Block Group 3,0016303,"Block Group 3, Census Tract 30.16, Mecklenburg County, North Carolina",579,0,9,10,10,0,42,25,0,10,0,59,152,31,49,86,96,90045,454,10,0.02202643,5943981.93100781,11886.386660527
3872,37,119,001912,1,371190019121,Block Group 1,0016203,"Block Group 1, Census Tract 19.12, Mecklenburg County, North Carolina",1035,106,51,16,123,124,30,40,41,53,117,190,16,16,48,24,40,43594,671,187,0.27868852,11657315.5570455,21757.1046592447
3873,37,119,001918,2,371190019182,Block Group 2,0016218,"Block Group 2, Census Tract 19.18, Mecklenburg County, North Carolina",961,33,71,44,53,38,55,142,76,112,198,28,32,67,12,0,0,41686,547,35,0.06398537,9017015.54799863,11898.1989830148
3874,37,119,006215,2,371190062152,Block Group 2,0016662,"Block Group 2, Census Tract 62.15, Mecklenburg County, North Carolina",923,17,11,14,24,8,57,56,65,63,136,37,141,134,38,91,31,67930,701,21,0.0299572,125577857.91426,50591.7720434943
3875,37,119,005845,2,371190058452,Block Group 2,0016576,"Block Group 2, Census Tract 58.45, Mecklenburg County, North Carolina",1106,0,11,40,16,0,95,62,0,0,0,21,68,169,96,215,313,140547,783,0,0,41099477.9196127,33032.0956791972
3876,37,119,005100,2,371190051002,Block Group 2,0016396,"Block Group 2, Census Tract 51, Mecklenburg County, North Carolina",624,96,109,76,81,20,55,29,13,62,33,24,26,0,0,0,0,21360,197,90,0.45685279,10969293.9288172,15546.5614296769
3877,37,119,003902,4,371190039024,Block Group 4,0016358,"Block Group 4, Census Tract 39.02, Mecklenburg County, North Carolina",523,108,54,0,79,51,17,50,0,20,72,43,0,9,20,0,0,26192,335,99,0.29552239,21357824.2023139,20935.7735386662
3878,37,119,005823,2,371190058232,Block Group 2,0016528,"Block Group 2, Census Tract 58.23, Mecklenburg County, North Carolina",565,0,0,0,0,13,72,14,16,15,0,26,39,168,48,99,55,112527,480,0,0,31662949.8204494,25015.0496059759
3879,37,119,005917,2,371190059172,Block Group 2,0016609,"Block Group 2, Census Tract 59.17, Mecklenburg County, North Carolina",996,40,13,0,0,0,0,0,18,68,128,160,309,97,80,66,17,79175,626,40,0.06389776,27647893.3179518,23293.0600801797
3880,37,119,004500,3,371190045003,Block Group 3,0016385,"Block Group 3, Census Tract 45, Mecklenburg County, North Carolina",338,79,19,58,25,26,18,31,30,11,8,7,8,9,0,3,6,21300,136,60,0.44117647,6800117.93331934,11087.0573857058
3881,37,119,001801,2,371190018012,Block Group 2,0016193,"Block Group 2, Census Tract 18.01, Mecklenburg County, North Carolina",168,13,9,18,16,0,6,6,0,0,17,15,22,6,19,0,21,59750,86,0,0,7258220.11010957,16132.9037147837
3882,37,119,005403,2,371190054032,Block Group 2,0016415,"Block Group 2, Census Tract 54.03, Mecklenburg County, North Carolina",600,25,74,24,19,8,46,22,11,66,51,110,68,61,0,15,0,50368,324,49,0.15123457,24549194.3631164,23960.7300769827
3883,37,119,005817,2,371190058172,Block Group 2,0016526,"Block Group 2, Census Tract 58.17, Mecklenburg County, North Carolina",1135,41,9,9,7,0,15,23,26,55,64,117,94,90,100,190,295,129028,936,35,0.03739316,29435640.7749387,23981.4665625279
3884,37,119,005306,1,371190053061,Block Group 1,0016405,"Block Group 1, Census Tract 53.06, Mecklenburg County, North Carolina",243,48,6,5,7,4,43,28,9,12,7,41,17,16,0,0,0,35850,112,6,0.05357143,7114165.30514473,16261.8874200492
3885,37,119,001923,1,371190019231,Block Group 1,0016229,"Block Group 1, Census Tract 19.23, Mecklenburg County, North Carolina",1051,14,7,33,85,49,76,36,140,90,169,57,196,40,34,13,12,49795,682,70,0.1026393,15381640.4332373,20967.1144343988
