X,Y,OBJECTID,APTCODE,PROJECT_NA,ADDRESS,CITYSTATEZ,TYPE,MIN_rentMO,MAX_rentMO,units,Credit,Avg_Rent,Affordable,URL
1477458.33126251,531056.938735083,275,502,STONEGATE,950 SOUTHWOOD OAKS LANE,"CHARLOTTE, NC 28212",MARKET RATE,500,1000,144,Real Data,900,yes,https://www.aptindex.com/
1445574.81924225,579429.217646509,276,170,TRINITY PARK,9609 TRINITY ROAD,"CHARLOTTE, NC 28216",MARKET RATE,500,800,104,Real Data,700,yes,https://www.aptindex.com/
1490474.95352317,523552.34055534,277,422,RESIDENCES AT WEST MINT,9610 STONEY GLEN DRIVE,"CHARLOTTE, NC 28227",MARKET RATE,600,1100,408,Real Data,1000,yes,https://www.aptindex.com/
1484791.77427275,573965.833888263,278,299,MALLARD GREEN,9800 MARY ALEXANDER ROAD,"CHARLOTTE, NC 28262",MARKET RATE,700,1200,76,Real Data,1200,no,https://www.aptindex.com/
1481730.93164118,577553.972709343,279,438,THORNBERRY,9920 BRICKLEBERRY LANE,"CHARLOTTE, NC 28262",MARKET RATE,700,1300,288,Real Data,1200,no,https://www.aptindex.com/
1443792.94255668,494424.820070341,280,035,"BROOK, THE",9924 OAKBROOK DRIVE,"CHARLOTTE, NC 28210",MARKET RATE,800,1300,162,Real Data,1200,no,https://www.aptindex.com/
1483770.26844175,575155.628752753,281,011,MALLARD CREEK,420 MICHELLE LINNEA DRIVE,"CHARLOTTE, NC 28262",MARKET RATE,600,1100,148,Real Data,1100,yes,https://www.aptindex.com/
1472200.03403634,562484.105211332,282,042,ORCHARD TRACE,325 ORCHARD TRACE LANE,"CHARLOTTE, NC 28213",MARKET RATE,500,900,252,Real Data,900,yes,https://www.aptindex.com/
1464895.73007542,580266.260263756,283,332,BROOKSTONE,3800 DRYBROOK ROAD,"CHARLOTTE, NC 28269",MARKET RATE,700,1100,226,Real Data,1000,yes,https://www.aptindex.com/
1481908.5608791,578526.246683419,284,A13,VILLAS AT MALLARD CREEK,10405 BERKELEY PLACE DRIVE,"CHARLOTTE, NC 28262",MARKET RATE,1200,1200,90,Real Data,1200,no,https://www.aptindex.com/
